Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
78516,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,1,,1,2,,,,,,,,,,,,18
78520,,,,,,1,,,,,1,,,1,,,2,,,,1,,3,1,,,,,,1,,,1,1,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,32,1,2,15,,,1,,,,1,,,,,1,1,,74
78521,,,,,,,,,,1,2,,,,,,2,,,,3,,5,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,41,10,,7,,,2,,,,,,,,,,3,,85
78523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78525,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78526,1,,,,,,,,,2,,,1,,,,,1,,,5,1,4,1,,,,,,,,,,1,,,1,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,1,1,,4,,,1,1,,,,,,66,8,3,15,,,4,,2,,,,,,,,1,,129
78537,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,2,,,,,,,,,1,,,17
78538,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,7
78539,,,,,,1,,,,,,1,1,,,,1,1,,,1,,6,1,,,,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,27,10,3,22,,,2,,2,,,,,,,,3,,89
78540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78541,,,,1,,,,,,,,,1,,,,,,,,1,,2,1,,,,,,1,,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,1,1,9,,,1,,,,,,,,,,,,34
78542,,,,,,,,,,,,1,,1,,,2,,,,1,,5,1,,,,,,2,,,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,14,4,1,7,,1,1,,,,,,,,,,1,,49
78543,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78550,,,,1,,1,,,,,,,,,1,,,,,,,,2,2,,,,,,1,,,,2,,,,,,,,,,,,,,1,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,21,7,2,9,,,1,,,,,,,,,,,,56
78552,,,,1,,1,,,,1,,,,4,1,,,,,,,,4,2,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,20,3,3,8,,,1,,2,,,,,,,,,,59
78557,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,8
78559,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,1,,14
78560,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,5
78566,1,,,,1,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,13,3,2,2,,,1,,,,,,,,,,,,37
78569,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
78570,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,9
78572,,,,3,,1,3,,,4,3,,,3,2,,3,,,,4,1,8,4,,,,2,,1,2,,,2,,,,,1,,,,,,,,1,3,,1,,,,,,,,,,,,,,,,,,,,,1,,4,1,,2,2,2,,,,,64,12,15,24,,,4,,1,,2,2,,,1,2,2,,193
78573,,,,2,,,,,,1,2,,,1,,,,,,,,,3,1,,,,2,,,,,,2,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,15,6,4,3,,,,,1,,1,,,,,,,,48
78574,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,2,,,,,,2,,,,,,,,,,,,2,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,9,1,1,5,,,,,,,,,,,1,,,,30
78575,,,,,,,,,,,2,,,,1,,1,1,,,2,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17,1,,7,,,1,,1,,1,,,,,,,,40
78576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,5
78577,1,,,,,,1,,,2,,,,1,1,,,,,,,,5,1,,,,,,1,,,2,2,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,13,6,2,5,,,,,,,1,,,,,,,,50
78578,,,,,,,,,,,,,,1,,,1,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,2,5,,,,,,,,,,,,,,,32
78580,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3
78582,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,,2,,,,,,,,,,,,13
78583,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,6
78584,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,6
78586,,,,,,,,,,1,,,,,1,,,,,,1,,4,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,,7,,2,5,,,1,,1,,,,,,,1,1,,35
78588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78589,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,6,,,1,,,,,,,,,,,,24
78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2
78593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,3
78594,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2
78596,,,,,,,,,,,2,,,,2,,1,,2,,1,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,1,,1,,,23,7,3,3,,1,,,,,,,,,,,,,56
78597,,,,,,,,,,1,,,,2,1,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,2,1,,,1,,1,,,,,,,,,,27
78599,,,,,,,,,,,2,,,,,,,,,,1,1,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,2,,4,,,,,,,,,,,,,,,22
78602,1,,,,,,,,,,,,,2,,2,1,,,,7,,7,,,,,,,2,,,4,2,,,,,1,,,,,,,,,3,,1,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,23,7,2,16,,,6,,,,1,,,,,1,,,92
78605,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,1,,,,,,,,9
78606,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,1,,3,,,1,,,,,,,,,1,,,16
78607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
78609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2
78610,,,,3,,1,1,,,1,,,,4,2,,2,,,1,6,,20,4,,,,,,8,,1,11,8,,,,,2,1,,,,,,,,9,,1,1,,,,,,,,,,,,,,,,,2,,,,,14,1,,,,1,,,,,50,10,6,35,,1,4,,1,1,2,,,,1,1,,,217
78611,,,,,,,,,,,,,,,,,1,,,,5,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,8,5,3,3,,1,4,,,,,,,,,,,,34
78612,,,,,,,,,,1,,,,2,,,,,,,3,,3,1,,,,,,,,,1,1,,,,,,,,1,,,,,,3,,1,2,,,,,1,,,,,,,,,,,,,,,1,,4,,,1,,,,,,1,12,6,,6,,1,3,,,,1,,,,,1,,,57
78613,3,,,7,2,1,1,,,8,7,,11,18,2,4,17,,1,,38,2,64,36,,,,6,,10,,2,10,11,,,,,9,,,1,,,2,,,12,,4,10,5,,2,,2,,,,,,,,,,,,2,1,,2,,71,5,,4,1,6,,,,1,337,103,58,154,,7,11,1,6,1,8,,1,,3,2,5,,1098
78614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
78615,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78616,,,,,,,1,,,,1,,,1,,,,,,,1,,4,4,,,,1,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,,19,7,3,2,,1,,,1,,1,,,,,,,,59
78617,,,,,,,,,,2,,,,,,,,,,,3,,5,1,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,1,,,1,,,,,,16,2,,2,,,1,,,,,,,,,,,,41
78619,,,,1,,1,,,,,2,,1,1,,1,2,,1,,1,,4,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,,,,,2,,,,,24,9,8,14,,,,1,,,,,,,2,,1,,87
78620,2,,,1,,,2,,,1,3,,2,5,,,4,,,,11,2,18,7,,,,,1,,,,4,1,,,,,5,,,1,,,,,1,6,,,1,,,,,5,,,,,,,1,,,,,1,,,,,12,,,1,,,,,,,73,37,18,42,,1,4,,1,,3,,,,,4,4,,285
78621,,,,,,,,,,,,,1,2,,,,,,,4,,8,,,,,2,,3,,,5,,,,,,1,,,,,,,,,2,,3,,,1,2,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,9,2,,3,,,3,,1,1,1,,,,,,,,60
78623,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,1,,,,,,,,1,,,,9
78624,1,,,1,1,,,,,1,,,1,1,2,,,,,,2,,3,3,,,,,,3,,,4,6,,,1,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,2,,,,3,,,,,,,,,,15,9,7,9,,,2,,1,,1,,,,,,1,,84
78625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
78626,1,,,1,,,2,,,1,,,1,2,,1,1,,1,,6,,12,7,,,,,,3,,1,10,2,,,,,1,,,1,,,,,,8,,1,1,,,1,,,,,,,1,,,,,,,1,1,,1,,20,2,,,,1,,,,,82,16,5,30,,4,9,,1,,4,,,,,2,1,,246
78627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78628,,,,3,1,,,,,3,6,,6,6,1,,4,1,,1,10,,15,17,,,,1,,2,1,1,9,7,,,,,2,,,,1,,1,,,8,,1,4,,,1,,3,,,1,,,,,,,,,1,,,,,22,2,,1,,2,,1,,2,138,39,15,65,,1,6,,2,,5,4,,,1,5,4,,433
78629,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,3,2,,2,,,,,,,,,,,,,,,15
78630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2
78631,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78633,1,,,2,,,1,,,1,1,,1,5,,,1,,,,9,,13,3,,,,5,,2,,,7,4,,,1,,4,,,,,,1,,,1,,1,1,,1,,,4,,,,1,1,1,1,,1,,,3,,,,,9,2,,,,1,,3,,,47,28,15,31,,,12,,3,,4,,,,,3,1,,237
78634,,,,1,,,,,,1,4,,1,3,,,1,,,1,4,1,18,10,,,,2,,5,,1,5,3,,,,,3,,,,,,,,,3,,2,4,,1,,,,,,,,,,,,,,,,,,1,,13,,,,,,,,,1,57,10,6,21,,,4,1,2,2,3,,,,,,1,,196
78636,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,11
78638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,5
78639,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,3,1,3,2,,,1,,,,,,,,,,,,19
78640,,,,,,,,,,3,,,3,3,,,1,,,1,10,2,25,4,,,,1,,3,,,12,4,,,,,1,,,,,,,,,5,,,2,,,,,,,,,,1,,1,,,,,,,,2,,14,,,,,,,,,1,52,5,6,14,1,,7,,1,,3,,,,,1,,,189
78641,2,1,,5,,3,3,,,9,9,2,2,12,,1,12,,1,,30,2,49,36,,,,,,8,,2,23,10,,,1,,11,,1,,,,1,,3,11,,9,3,1,,,1,4,,,,,,,1,1,1,,,3,3,2,1,,64,3,,1,1,10,,,,,315,81,38,188,,3,19,,4,,16,,,,1,2,9,,1035
78642,1,,,1,,1,,,,1,,,,2,,,3,,1,,2,,8,7,,,,,,1,,,4,3,,,,,1,,,,,,,,,2,,1,,,,,,4,,,,,,,,,1,,,,,,,,6,1,,,2,,,,,,41,11,9,35,,1,3,,,1,4,,,,1,,2,,161
78643,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,2,1,,,,2,,,,,,,,,,,,15
78644,,,,,,,,,,,,,,1,,,,,,1,4,,2,,,,,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,1,,,,,,,,,,19
78645,,,,1,,,,,,5,,2,,4,,1,1,,,,6,,13,2,,,,,,4,,,5,2,,,,,1,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,,7,1,,,,1,,,,,29,15,6,16,1,,1,,1,,1,,,,,1,,,131
78648,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,,,,,,,,,,,,1,,11
78650,,,,,,,,,,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,7
78652,1,,,1,,,,,,,,,,,,,,1,,,,,7,1,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,7,2,,3,,,2,,,,3,,,,,,1,,39
78653,,,,1,,,,,,3,,,3,3,1,1,1,,2,1,9,3,11,4,,,,3,,3,,,8,2,,,,,1,,,,,,,,,1,,4,3,,,,,,,,,,,,,,,,,2,,,,,14,2,,,,1,,,,,57,8,1,31,,2,1,,3,,3,,,,1,2,1,,197
78654,,,,,,,1,,,,,,2,1,,,,,,,3,,7,1,,,,,,2,,,3,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,1,5,5,1,8,,,6,,,,,,,,,,,,54
78655,,,,,,,,,,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,9
78656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
78657,,,,2,,,1,,,,,2,,,1,,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,8,2,5,,,1,,,,,,,,,,1,,32
78659,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,8,,1,1,,,,,,,,,,,,,,,17
78660,1,,,2,,2,1,,,13,10,,11,17,2,2,5,,,,34,,75,22,,,,5,,11,,1,16,9,,,,,11,,1,1,1,,,,1,11,,11,9,2,,5,,,,,,,,,1,,,,,,2,1,5,,58,4,,1,1,4,,,,,253,48,21,119,1,,12,,7,2,11,,,,2,1,2,,848
78661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
78662,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3
78663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
78664,1,,,1,,,,,,2,4,,3,8,,,3,,1,,10,1,28,3,,,,3,,9,,1,6,4,,,,,8,,,1,,,,,,1,,2,1,,,1,,2,,,,,,1,1,,,,,2,,,1,,26,,,,3,1,,,,,87,29,8,34,,2,8,,2,1,3,,,,3,,1,,317
78665,3,,,4,,1,,,,7,3,1,5,11,2,1,7,,1,,20,,26,19,,,,4,,5,,,7,9,,,,,6,,,,1,,2,,,3,,2,3,,,,,2,,,,,2,,,1,,,,1,1,,2,,39,3,,,,3,,1,,,201,55,20,102,,3,7,,1,,10,1,,,,1,5,,614
78666,1,,,,,,,,,1,1,,1,2,,,4,1,,,10,1,19,6,,,1,2,,3,,,4,3,,,1,,4,,,1,,,,,,1,,3,4,,,1,,,,,,,,,,,,,,1,2,,1,,12,,,,1,1,,,,1,54,12,7,17,,1,8,,3,1,2,,,,2,1,3,,205
78667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78669,,,,1,1,1,,,,3,1,1,2,1,1,1,3,,,,5,,11,1,,,,,1,,,,6,5,,,,,1,,,,,,,,,2,,,,,,,,3,,,,,1,,,1,,,,2,,,,,5,,,1,,1,,,,,42,26,12,31,2,,3,,,,,,,,,,1,,179
78671,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
78674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2
78676,2,,,1,,1,2,,,1,,,,,,,1,,,1,6,,6,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,1,,,,,14,14,5,10,,1,3,,2,,1,,,,,,,,85
78681,2,,,5,,2,1,,,8,6,,2,9,,1,11,1,1,,13,,44,20,,,,7,,8,,,12,4,,,,,7,,1,,,,,,3,1,,2,1,,,1,,,,,,1,,,,,1,,,2,1,2,2,,47,3,,1,1,4,,,,,211,52,21,90,,5,10,,1,2,4,,,,1,2,6,,643
78683,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2
78701,1,,,3,1,1,,,,2,,,2,1,,,5,,,,7,,2,,,,,1,,2,2,1,,3,,,,,3,,,,,,,,1,2,,2,2,,,,,,,,,,,1,2,,,,,,,2,,,4,2,,5,1,9,,,,,129,90,22,60,,,1,,1,,,,,,,6,3,,382
78702,3,,,4,,1,3,,,3,2,,4,12,1,3,7,,,2,93,,14,3,,,,2,,7,27,2,29,2,,,7,,3,,,,,,,,,4,,7,28,,1,2,,,,,,,,,1,,,,,1,1,,44,6,22,4,,,,2,,1,,1,151,20,9,56,,1,12,,3,1,5,,,,2,2,8,,629
